Unique Identifier,Series_reference,Period,Data_value,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2
Transaction 4000,ECTM.S1SII131,2016.03,97,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4001,ECTM.S1SII131,2016.04,93.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4002,ECTM.S1SII131,2016.05,105.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4003,ECTM.S1SII131,2016.06,99.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4004,ECTM.S1SII131,2016.07,113.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4005,ECTM.S1SII131,2016.08,124.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4006,ECTM.S1SII131,2016.09,98.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4007,ECTM.S1SII131,2016.1,94.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4008,ECTM.S1SII131,2016.11,106.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4009,ECTM.S1SII131,2016.12,107.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4010,ECTM.S1SII131,2017.01,87,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4011,ECTM.S1SII131,2017.02,95.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4012,ECTM.S1SII131,2017.03,92.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4013,ECTM.S1SII131,2017.04,78.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4014,ECTM.S1SII131,2017.05,105.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4015,ECTM.S1SII131,2017.06,92.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4016,ECTM.S1SII131,2017.07,101.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4017,ECTM.S1SII131,2017.08,119.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4018,ECTM.S1SII131,2017.09,91.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4019,ECTM.S1SII131,2017.1,91.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4020,ECTM.S1SII131,2017.11,104,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4021,ECTM.S1SII131,2017.12,100.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4022,ECTM.S1SII131,2018.01,82.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4023,ECTM.S1SII131,2018.02,89.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4024,ECTM.S1SII131,2018.03,85.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4025,ECTM.S1SII131,2018.04,77.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4026,ECTM.S1SII131,2018.05,99.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4027,ECTM.S1SII131,2018.06,84.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4028,ECTM.S1SII131,2018.07,94,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4029,ECTM.S1SII131,2018.08,113.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4030,ECTM.S1SII131,2018.09,83.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4031,ECTM.S1SII131,2018.1,87.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4032,ECTM.S1SII131,2018.11,97.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4033,ECTM.S1SII131,2018.12,93.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4034,ECTM.S1SII131,2019.01,75.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4035,ECTM.S1SII131,2019.02,82.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4036,ECTM.S1SII131,2019.03,76.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4037,ECTM.S1SII131,2019.04,72.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4038,ECTM.S1SII131,2019.05,92.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4039,ECTM.S1SII131,2019.06,74.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4040,ECTM.S1SII131,2019.07,86.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4041,ECTM.S1SII131,2019.08,98.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4042,ECTM.S1SII131,2019.09,75.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4043,ECTM.S1SII131,2019.1,76.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4044,ECTM.S1SII131,2019.11,80.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4045,ECTM.S1SII131,2019.12,73.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4046,ECTM.S1SII131,2020.01,61.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4047,ECTM.S1SII131,2020.02,70.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4048,ECTM.S1SII131,2020.03,55.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4049,ECTM.S1SII131,2020.04,3.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4050,ECTM.S1SII131,2020.05,52.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4051,ECTM.S1SII131,2020.06,61.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4052,ECTM.S1SII131,2020.07,61.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4053,ECTM.S1SII131,2020.08,62.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4054,ECTM.S1SII131,2020.09,59.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4055,ECTM.S1SII131,2020.1,58.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Postal and Courier Pick Up and Delivery Services
Transaction 4056,ECTM.S1AMN211,2000.01,2.7,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4057,ECTM.S1AMN211,2000.02,2.8,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4058,ECTM.S1AMN211,2000.03,2.6,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4059,ECTM.S1AMN211,2000.04,2,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4060,ECTM.S1AMN211,2000.05,1.2,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4061,ECTM.S1AMN211,2000.06,1.2,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4062,ECTM.S1AMN211,2000.07,1.6,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4063,ECTM.S1AMN211,2000.08,1.7,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4064,ECTM.S1AMN211,2000.09,1.5,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4065,ECTM.S1AMN211,2000.1,1.9,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4066,ECTM.S1AMN211,2000.11,3,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4067,ECTM.S1AMN211,2000.12,6.6,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
Transaction 4068,ECTM.S1AMN211,2001.01,8.9,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Travel Agency & Tour Arrangement Services
